chr15	50610	51071
chr15	52191	52215
chr15	69830	69849
chr15	70696	70715
chr15	71237	71256
chr15	93643	93662
chr15	210349	210368
chr15	243972	243991
chr15	252689	254347
chr15	260802	262309
chr15	267823	267922
chr15	274428	274447
chr15	310600	310619
chr15	326092	326111
chr15	344484	344503
chr15	361389	361437
chr15	374082	374181
chr15	443232	443238
chr15	443375	443399
chr15	480302	480321
chr15	495172	495191
chr15	496196	496215
chr15	611188	611207
chr15	633606	633625
chr15	634418	634437
chr15	639321	639340
chr15	641275	641294
chr15	653605	653624
chr15	656172	656299
chr15	670437	670456
chr15	671894	671913
chr15	673601	673620
chr15	689521	689540
chr15	709515	777508
chr15	799870	799889
chr15	800433	800452
chr15	811364	811383
chr15	827457	829212
chr15	845696	845839
chr15	847599	847618
chr15	909886	909910
chr15	913402	913563
chr15	926476	926966
chr15	935846	935870
chr15	941066	941085
chr15	942186	942205
chr15	971256	971275
chr15	992722	992746
chr15	1062731	1062755
chr15	1147967	1147991
chr15	1161162	1161186
chr15	1195595	1195614
chr15	1196566	1196585
chr15	1198175	1198194
chr15	1210686	1210705
chr15	1238542	1238561
chr15	1254277	1254296
chr15	1258381	1258668
chr15	1287204	1287303
chr15	1315068	1315087
chr15	1329389	1329408
chr15	1335219	1335238
chr15	1337381	1338434
chr15	1352921	1353731
chr15	1406063	1406082
chr15	1468887	1468906
chr15	1509708	1510199
chr15	1519348	1520918
chr15	1608236	1608260
chr15	1626640	1626663
chr15	1647446	1647465
chr15	1714099	1714123
chr15	1746089	1746699
chr15	1753724	1753748
chr15	1846729	1846748
chr15	1968944	1968968
chr15	1998419	1998438
chr15	2006573	2006592
chr15	2031663	2031682
chr15	2075541	2075560
chr15	2104677	2104701
chr15	2105342	2105361
chr15	2153051	2153075
chr15	2160454	2160478
chr15	2164210	2164229
chr15	2172633	2172652
chr15	2208590	2208609
chr15	2246263	2246287
chr15	2254191	2254215
chr15	2264476	2264495
chr15	2301826	2301845
chr15	2312897	2313868
chr15	2330611	2330635
chr15	2336584	2336603
chr15	2338063	2338082
chr15	2380921	2380940
chr15	2399758	2399777
chr15	2423857	2423876
chr15	2438869	2438888
chr15	2441096	2441115
chr15	2446697	2446716
chr15	2454606	2454625
chr15	2463392	2463411
chr15	2464124	2464143
chr15	2469497	2469850
chr15	2481722	2481741
chr15	2525873	2525892
chr15	2578283	2578307
chr15	2604244	2604982
chr15	2701706	2701725
chr15	2720605	2720788
chr15	2755291	2755310
chr15	2785949	2785973
chr15	2853091	2853113
chr15	2868214	2868507
chr15	2873280	2873299
chr15	2877716	2877735
chr15	2878750	2878769
chr15	2917150	2917169
chr15	3005219	3008649
chr15	3032592	3033457
chr15	3070870	3071940
chr15	3073169	3073268
chr15	3173362	3173386
chr15	3237463	3238290
chr15	3272458	3272991
chr15	3303117	3303141
chr15	3308331	3308350
chr15	3344574	3344593
chr15	3431764	3432010
chr15	3509942	3510041
chr15	3602793	3602812
chr15	3604078	3604517
chr15	3611705	3611724
chr15	3613777	3613796
chr15	3640294	3640313
chr15	3684238	3684337
chr15	3692580	3695756
chr15	3712647	3712999
chr15	3744864	3744873
chr15	3893495	3893727
chr15	3895153	3895486
chr15	3920115	3921507
chr15	3924889	3924908
chr15	3939870	3939889
chr15	3948523	3948622
chr15	3959800	3959819
chr15	4042134	4042233
chr15	4043942	4043943
chr15	4063641	4063740
chr15	4068796	4068815
chr15	4078892	4079291
chr15	4086069	4086093
chr15	4093405	4094808
chr15	4096635	4096734
chr15	4104022	4104121
chr15	4106341	4106413
chr15	4111131	4111155
chr15	4126896	4126915
chr15	4133388	4133407
chr15	4174542	4174641
chr15	4181707	4184018
chr15	4210811	4210830
chr15	4212505	4212705
chr15	4219067	4219086
chr15	4230772	4230791
chr15	4239202	4239221
chr15	4254173	4254192
chr15	4270197	4270221
chr15	4291292	4291316
chr15	4315745	4315764
chr15	4399176	4399571
chr15	4421286	4421305
chr15	4502660	4503016
chr15	4515413	4516002
chr15	4530342	4530361
chr15	4539126	4539145
chr15	4664879	4664898
chr15	4679252	4679271
chr15	4695784	4695808
chr15	4717151	4717173
chr15	4770642	4770666
chr15	4880662	4880681
chr15	4896386	4896405
chr15	4911099	4911099
chr15	4930105	4930124
chr15	4932065	4932084
chr15	4969674	4969698
chr15	5065313	5065412
chr15	5085240	5085311
chr15	5120700	5120719
chr15	5137685	5137704
chr15	5140947	5140966
chr15	5284101	5284362
chr15	5289676	5289695
chr15	5324469	5324839
chr15	5343247	5343266
chr15	5380309	5380328
chr15	5385330	5385349
chr15	5386615	5386634
chr15	5415038	5415057
chr15	5433313	5433313
chr15	5440773	5440792
chr15	5458289	5458308
chr15	5497671	5497690
chr15	5551818	5551837
chr15	5746561	5746580
chr15	5789496	5789515
chr15	5895580	5896104
chr15	5947184	5947203
chr15	5947910	5947929
chr15	5953205	5953656
chr15	5961642	5961741
chr15	5992336	5992355
chr15	6051063	6051082
chr15	6061296	6061315
chr15	6061678	6061697
chr15	6066415	6066434
chr15	6086649	6086673
chr15	6107308	6107327
chr15	6113611	6113635
chr15	6123338	6123362
chr15	6136939	6136958
chr15	6150651	6150651
chr15	6156168	6156673
chr15	6255155	6255174
chr15	6357110	6357209
chr15	6360667	6360756
chr15	6390465	6390484
chr15	6434121	6434140
chr15	6652083	6652102
chr15	6653541	6653560
chr15	6672239	6672338
chr15	6722323	6722342
chr15	6755438	6756327
chr15	6759805	6759824
chr15	6771757	6771781
chr15	6789001	6789025
chr15	6825168	6825187
chr15	6876099	6876123
chr15	6963317	6963341
chr15	6966223	6966247
chr15	6967251	6967406
chr15	7007203	7007302
chr15	7009988	7010012
chr15	7011568	7012259
chr15	7019492	7019511
chr15	7037661	7037680
chr15	7044889	7044908
chr15	7149561	7149580
chr15	7159912	7210832
chr15	7213252	7213271
chr15	7214747	7215116
chr15	7246676	7246700
chr15	7247498	7247735
chr15	7253251	7253270
chr15	7267200	7267655
chr15	7285742	7285761
chr15	7319625	7319997
chr15	7326897	7326916
chr15	7330341	7330365
chr15	7349646	7349665
chr15	7370027	7370046
chr15	7399416	7440435
chr15	7518322	7518341
chr15	7552774	7552793
chr15	7578083	7578102
chr15	7586568	7586587
chr15	7595002	7595129
chr15	7605164	7605183
chr15	7619445	7619469
chr15	7655815	7655839
chr15	7685149	7686688
chr15	7723460	7723873
chr15	7733247	7733266
chr15	7749018	7749037
chr15	7760456	7760475
chr15	7788402	7788426
chr15	7795499	7795518
chr15	7811353	7811372
chr15	7824768	7824787
chr15	8107169	8107193
chr15	8252161	8252180
chr15	8334833	8338300
chr15	8366513	8367176
chr15	8412063	8412082
chr15	8444198	8444217
chr15	8483522	8483541
chr15	8522951	8527274
chr15	8539083	8539102
chr15	8544989	8545575
chr15	8600241	8600835
chr15	8628921	8628940
chr15	8630536	8630555
chr15	8643441	8643460
chr15	8645553	8645787
chr15	8650516	8650540
chr15	8653465	8653484
chr15	8654639	8654658
chr15	8657016	8657035
chr15	8659232	8659251
chr15	8704895	8704914
chr15	8737835	8737854
chr15	8792363	8792382
chr15	8806754	8806754
chr15	8897006	8897025
chr15	8898179	8898198
chr15	8900397	8900416
chr15	8921951	8921970
chr15	8922292	8922292
chr15	8937662	8937686
chr15	8944664	8944763
chr15	8947208	8947701
chr15	8960733	8960757
chr15	9043691	9043710
chr15	9051924	9051943
chr15	9070510	9071089
chr15	9074093	9074112
chr15	9085433	9085452
chr15	9117540	9117564
chr15	9120690	9120761
chr15	9122823	9123010
chr15	9179015	9179034
chr15	9189081	9189100
chr15	9245876	9245900
chr15	9246275	9246422
chr15	9256207	9256226
chr15	9262679	9262703
chr15	9288446	9288465
chr15	9328690	9329370
chr15	9333025	9376757
chr15	9429104	9429128
chr15	9439196	9439215
chr15	9451074	9451093
chr15	9477246	9477265
chr15	9484030	9484054
chr15	9524482	9524501
chr15	9552678	9590854
chr15	9596895	9596914
chr15	9629369	9630216
chr15	9780500	9780524
chr15	9783900	9783919
chr15	9785718	9785737
chr15	9900207	9900226
chr15	9905932	9906188
chr15	9907108	9907127
chr15	9917528	9917547
chr15	9921907	9922556
chr15	9950756	9950775
chr15	9999874	9999893
chr15	10027520	10027539
chr15	10029086	10029105
chr15	10030436	10030455
chr15	10040207	10040226
chr15	10045676	10046241
chr15	10061887	10062233
chr15	10062997	10063016
chr15	10068830	10068948
chr15	10071106	10071125
chr15	10171790	10174011
chr15	10183651	10183968
chr15	10200030	10200049
chr15	10208381	10208616
chr15	10209749	10209983
chr15	10211713	10211732
chr15	10212567	10212591
chr15	10267445	10267829
chr15	10296443	10296462
chr15	10300447	10300466
chr15	10301762	10301781
chr15	10313560	10313579
chr15	10323032	10323051
chr15	10405356	10405356
chr15	10413695	10414599
chr15	10440901	10440920
chr15	10441855	10441874
chr15	10463984	10464008
chr15	10465480	10465504
chr15	10466889	10466908
chr15	10489718	10489893
chr15	10507020	10507020
chr15	10534629	10534648
chr15	10544578	10544597
chr15	10559044	10559068
chr15	10564801	10564802
chr15	10569605	10570728
chr15	10573112	10574137
chr15	10592938	10592957
chr15	10599589	10599608
chr15	10689183	10689675
chr15	10701194	10701213
chr15	10702400	10702419
chr15	10713638	10714161
chr15	10721152	10721176
chr15	10731417	10731436
chr15	10745458	10745477
chr15	10748440	10748459
chr15	10749415	10749434
chr15	10754531	10754550
chr15	10803466	10804637
chr15	10805253	10805721
chr15	10808744	10809881
chr15	10820972	10820991
chr15	10846932	10846951
chr15	10883884	10883903
chr15	10887230	10887570
chr15	10891766	10893345
chr15	11043224	11043243
chr15	11057139	11058001
chr15	11061969	11062302
chr15	11066761	11067399
chr15	11072413	11072437
chr15	11077184	11077203
chr15	11078033	11078171
chr15	11093911	11093935
chr15	11104423	11104447
chr15	11112974	11112993
chr15	11123220	11123239
chr15	11134415	11145032
chr15	11147404	11148895
chr15	11164284	11164303
chr15	11192920	11192939
chr15	11205291	11205349
chr15	11254480	11254499
chr15	11255336	11255355
chr15	11276920	11278530
chr15	11316475	11316499
chr15	11318607	11318626
chr15	11320646	11321103
chr15	11322061	11322080
chr15	11324266	11324285
chr15	11330212	11330414
chr15	11339151	11340382
chr15	11454785	11455132
chr15	11682294	11682635
chr15	11821011	11821030
chr15	11821952	11821971
chr15	11890725	11890744
chr15	11931646	11931646
chr15	11999088	11999387
chr15	12016408	12016432
chr15	12041865	12041884
chr15	12075829	12075848
chr15	12108394	12108418
chr15	12173510	12173529
chr15	12246262	12246281
chr15	12261305	12261324
chr15	12264733	12264752
chr15	12334598	12334617
chr15	12397432	12397777
chr15	12529996	12530015
chr15	12549372	12549391
chr15	12569346	12569365
chr15	12578290	12578309
chr15	12582691	12582710
chr15	12586557	12586576
chr15	12594482	12594501
chr15	12623875	12623894
chr15	12751443	12788070
chr15	12861270	12861477
chr15	12895788	12895807
chr15	12907281	12907300
chr15	12998875	12998974
chr15	13036148	13036167
chr15	13110763	13110782
chr15	13162731	13162750
chr15	13172513	13172532
chr15	13204096	13204115
chr15	13204696	13204715
chr15	13225900	13225919
chr15	13242002	13242021
chr15	13264380	13264589
chr15	13269407	13269426
chr15	13270340	13270359
